Date,Reservoir 1 Level,Reservoir 2 Level,Generator Production (MWh),Discharge (m³),Load Shedding (MWh),Spillage (MWh),Bypass Water (MWh),Regulated Inflow (m³),Unregulated Inflow (m³),Penalty for Load Shedding,Penalty for Spillage,Penalty for Bypass
28/04/2027,14.39095565,14.56817805,47.54357584,124.0335056,4,0,2,1909,3363,72,21,13
29/04/2027,19.8043557,18.45667349,58.06672013,122.3997727,4,1,2,2268,3386,71,21,18
30/04/2027,15.12284757,11.14237139,41.39381393,106.0389761,6,4,2,2409,2552,77,25,12
01/05/2027,11.1428577,12.5535335,41.16435024,121.3057639,4,0,1,2235,3287,79,24,19
02/05/2027,17.64800972,18.27976464,58.5400832,114.3776728,6,2,1,2379,3382,84,15,19
03/05/2027,16.78897725,13.77994039,52.96909828,108.0160236,8,3,2,2341,2731,78,25,10
04/05/2027,17.72986721,19.81181559,47.59198713,114.1077792,4,4,2,1564,2711,79,21,14
05/05/2027,19.51442029,14.66253282,55.1012083,111.6625846,1,1,1,2080,2507,80,21,16
06/05/2027,17.76489303,17.91935623,53.4465362,136.7036766,4,4,0,1566,3133,98,20,13
07/05/2027,16.11336602,14.02307041,50.62402094,101.5387589,7,1,1,1932,2982,78,20,18
08/05/2027,18.57308902,14.24953519,41.97746685,130.8731374,3,3,2,1549,2541,83,27,15
09/05/2027,16.73246439,13.82883147,56.24359175,138.0330671,1,2,0,1813,2832,74,27,15
10/05/2027,14.08119057,17.19075621,57.32046381,124.0361728,9,0,0,1808,2732,96,16,12
11/05/2027,18.85619764,15.47517884,43.44337377,146.578249,2,4,0,2102,2569,78,17,19
12/05/2027,12.21900461,19.43778111,57.01023304,135.3940348,8,1,1,1614,3378,73,17,19
13/05/2027,17.14641275,12.50890317,57.55694622,137.3961826,8,3,1,2385,2515,71,27,14
14/05/2027,18.81563455,11.00562732,50.98857225,109.8466744,7,0,1,2068,2568,88,17,19
15/05/2027,17.3131652,13.93261485,53.12358072,138.8647788,7,3,1,1841,2552,70,16,15
16/05/2027,16.97275419,16.16712708,47.6447464,141.6047368,7,2,2,2029,3184,90,23,13
17/05/2027,17.52638294,18.60798937,45.63583295,118.0633194,7,0,0,2283,3446,70,20,12
18/05/2027,14.65055248,13.46196887,54.43966294,110.6681534,7,0,2,2141,3493,81,16,14
19/05/2027,18.74170682,16.53786751,57.23750298,119.252534,0,0,1,1994,3273,80,17,16
20/05/2027,12.03436475,13.50198681,53.08155106,136.9803985,5,1,1,1768,2878,70,24,15
21/05/2027,11.27386416,16.17219583,50.23181221,120.8819503,8,0,2,2440,3300,83,20,11
22/05/2027,12.8550878,18.84807947,43.17849534,136.8325938,7,3,0,1579,2962,96,18,10
23/05/2027,15.31577397,12.31357642,41.06917425,105.678227,2,1,0,1955,3026,80,21,14
24/05/2027,15.10561795,14.04241642,48.9138358,140.3005855,0,0,1,1798,3281,98,20,14
25/05/2027,18.20598758,19.93265196,40.98699127,112.6603741,1,3,1,2467,3178,76,29,15
26/05/2027,14.04568656,18.68557028,51.38669264,112.4464494,1,3,1,2321,2562,71,20,12
27/05/2027,14.84344426,15.64639858,47.65458383,129.5190483,6,4,1,1701,2760,84,26,10
28/05/2027,10.13367683,15.16627592,55.14378239,103.5059023,5,3,0,2002,2999,77,17,13
29/05/2027,14.09739236,12.84600382,46.11296994,101.3148863,1,2,2,2236,2620,91,25,13
30/05/2027,16.47774233,15.17209428,51.85965402,113.0514333,7,0,0,2170,3357,89,22,19
31/05/2027,10.15508331,18.48181498,50.75367044,126.9033775,8,0,2,2215,2739,94,23,11
01/06/2027,12.80881965,16.85174513,40.09424851,145.3808193,6,0,1,2148,2964,84,20,17
02/06/2027,12.07956359,12.90044028,41.44778797,142.3217588,3,3,1,1984,2606,95,16,15
03/06/2027,10.41985429,12.01463921,45.80736425,124.522323,0,3,2,2084,2679,77,15,12
04/06/2027,14.7926009,12.65208537,57.64470162,101.8525997,3,0,1,2059,2515,98,17,10
05/06/2027,11.81723293,11.69759201,42.9402991,126.7626367,3,1,0,1517,2854,79,17,12
06/06/2027,17.4308154,10.95640696,54.21788661,135.23978,7,1,1,1977,3433,88,22,17
07/06/2027,18.47927884,14.19136174,59.46733132,116.9582266,3,2,1,2491,2808,72,19,13
08/06/2027,15.45585183,11.13299604,55.81135105,105.5531652,3,4,1,1987,3226,89,15,12
09/06/2027,19.81707343,11.71912558,44.85890723,113.9283977,1,2,1,2482,3088,83,25,13
10/06/2027,14.50478571,15.47324684,58.16730521,138.5794432,9,0,0,2278,3236,78,18,13
11/06/2027,15.1336821,11.64599274,41.86214313,117.5621916,6,0,2,1945,3104,78,21,11
12/06/2027,19.89217754,10.63879767,49.36283884,140.5990745,3,0,1,1839,2680,90,19,13
13/06/2027,12.31548436,13.1738885,57.75083815,115.9760726,5,4,1,2030,2673,97,24,18
14/06/2027,19.4254594,12.20319099,52.82531419,108.1777519,2,3,0,2111,2853,94,29,13
15/06/2027,10.42837555,15.15305188,48.27289129,121.792418,6,4,0,1615,2853,75,27,10
16/06/2027,14.4638689,11.02367085,45.85625733,122.6137256,5,2,0,2357,2718,77,20,10
17/06/2027,10.70003512,17.51770788,47.50198811,100.8054109,2,3,1,1573,3154,80,28,10
18/06/2027,17.29234743,19.06233519,50.17883562,105.8522536,3,3,2,2291,2814,77,24,14
19/06/2027,16.08408936,17.43435174,46.3808786,109.2463009,9,2,0,1768,2933,81,18,15
20/06/2027,17.06634263,15.32827037,59.37935724,105.6793659,4,3,0,2136,3404,79,16,15
21/06/2027,13.744804,18.60667822,58.66155306,117.0763038,8,1,0,1615,2781,92,23,15
22/06/2027,13.69481934,16.9491838,57.41342936,148.2311428,5,2,2,2185,2758,73,29,18
23/06/2027,10.45319279,10.10551122,48.43659671,125.4611269,3,2,1,2192,3367,85,16,10
24/06/2027,13.4994494,13.94090153,53.82603539,131.3778012,6,1,1,2237,3058,89,16,19
25/06/2027,19.29288402,18.50951899,58.05658614,117.8193239,1,4,1,2168,2504,75,27,15
26/06/2027,13.79226537,13.45858858,57.00858975,116.1743881,3,4,0,1663,3073,99,26,17
27/06/2027,18.31367706,10.35215174,48.28654028,101.1573386,4,4,1,2082,3479,78,16,17
28/06/2027,18.42325505,17.46179639,42.24772099,125.0166828,3,3,0,1721,3095,92,15,12
29/06/2027,13.73241156,18.0203827,41.51260728,124.1804503,3,1,2,1625,3144,74,27,14
30/06/2027,16.3198868,11.60593695,51.5412809,107.8915363,8,2,2,2156,2893,90,26,19
01/07/2027,10.95371602,15.37340497,52.8525587,138.2162,1,2,1,1675,2835,93,26,13
02/07/2027,11.03678581,11.91955439,56.99685209,124.6337165,5,2,0,2472,2562,75,17,10
03/07/2027,10.48657664,17.19234419,45.85030041,116.9496985,7,3,0,2163,3292,86,20,18
04/07/2027,15.81015093,12.71550455,43.34940981,107.3454455,7,3,1,2193,2543,86,21,14
05/07/2027,14.26070978,13.16215123,47.58011666,127.6080413,6,4,2,1874,2652,94,15,11
06/07/2027,15.48032357,18.44970854,47.07150247,137.6408513,9,3,2,2490,3425,93,28,11
07/07/2027,15.21073191,14.76322352,42.64937908,114.0999676,3,4,2,2358,3281,91,19,16
08/07/2027,13.50202991,16.69754451,53.44565305,110.9397176,6,4,2,1997,3353,82,19,13
09/07/2027,16.77473415,14.02373051,50.17383881,126.0967482,9,2,2,1584,3182,86,15,10
10/07/2027,17.58501881,12.98006857,54.42245512,107.7671651,5,3,1,2375,2655,83,18,14
11/07/2027,10.14628259,16.2547806,47.0538224,133.3306693,5,4,1,1882,2977,71,24,11
12/07/2027,12.072423,11.54857574,46.51404423,130.2671814,1,1,1,2132,2774,95,15,16
13/07/2027,17.13235868,13.72999836,49.45151706,104.3541025,7,1,2,2140,2857,88,27,18
14/07/2027,13.86620173,12.09037037,57.54814691,101.826019,7,3,2,1962,2925,95,28,10
15/07/2027,16.62483947,16.95794967,40.80562613,131.0144326,6,2,1,1950,3031,97,29,11
16/07/2027,13.4696266,19.44208838,56.09665635,114.7146887,8,2,1,2017,2982,72,15,15
17/07/2027,13.90755152,19.95510968,47.37975225,104.3222877,7,4,2,2345,2713,71,26,17
18/07/2027,11.58678874,14.5027681,57.09238052,137.9714352,8,3,0,2194,2578,97,29,16
19/07/2027,12.5823102,12.5253039,56.04406018,115.7022002,8,1,1,2049,2638,71,21,18
20/07/2027,16.05411758,14.4282937,46.97522495,122.9799775,5,4,2,2428,3449,91,21,11
21/07/2027,14.33163111,18.4726941,53.87753071,111.8406464,1,4,2,1615,2597,76,17,18
22/07/2027,17.74302683,12.06005679,43.19265514,131.3658539,6,0,1,2113,3388,73,21,13
23/07/2027,18.52584955,19.52095652,57.92563104,115.0744208,2,3,0,1507,3163,86,17,12
24/07/2027,15.41646418,13.41865769,48.08982129,148.4010481,6,4,2,1717,2697,75,16,16
25/07/2027,17.58267292,19.85803659,49.11251231,135.1473774,8,1,1,2218,3284,76,24,14
26/07/2027,13.06904513,18.38608888,54.11518102,106.8361138,9,0,2,2089,2655,89,29,14
27/07/2027,14.14971215,18.08570534,56.41680473,120.834742,9,1,2,2379,2549,75,18,11
28/07/2027,17.12777676,13.17904674,44.72685487,119.271055,1,2,2,1903,2978,78,28,15
29/07/2027,13.86211993,10.08777212,53.2270028,126.7123555,5,0,2,2066,2727,89,24,15
30/07/2027,15.88504935,13.82132909,47.83996088,142.0965337,5,0,0,1803,3450,97,17,13
31/07/2027,11.85372779,13.0180937,47.37405848,129.1711008,8,4,1,1966,2956,99,26,14
01/08/2027,15.99771315,10.3739699,53.80051648,103.0778339,8,2,1,2451,3021,95,21,16
02/08/2027,18.61513707,15.05365257,47.74366548,132.7707848,4,4,1,2492,2648,73,26,17
03/08/2027,18.6863964,14.03031311,46.92217,100.4132649,4,3,1,2239,2557,95,26,15
04/08/2027,17.24344406,16.34556468,56.71776816,138.998023,8,1,1,1587,2661,97,15,14
05/08/2027,17.45753379,16.21186322,42.02552248,133.3318036,7,1,0,1509,3362,74,20,12
06/08/2027,15.57927445,11.20746636,53.51785246,115.4392829,6,4,2,1807,2976,88,29,16
07/08/2027,15.8466809,19.76965546,44.97450788,114.6220902,7,1,2,1933,2606,79,28,17
08/08/2027,11.33650581,11.86931429,40.30996484,139.9136498,5,1,1,2301,2926,87,16,12
09/08/2027,14.43859188,14.45274025,43.33528538,139.1668346,2,3,2,1663,2894,84,22,14
10/08/2027,14.50776284,14.88117543,52.1332306,117.6151177,6,2,2,1738,3300,94,28,11
11/08/2027,19.58497836,18.13062797,54.18254383,114.9473864,7,0,2,1816,2685,98,19,19
12/08/2027,14.31086863,10.99229596,40.42115567,127.9912394,7,4,1,2495,3057,70,17,19
13/08/2027,15.49342645,14.28644279,40.72850887,100.418283,0,4,1,2155,3456,74,24,13
14/08/2027,15.33251399,16.2850217,58.0508423,104.1333519,6,3,0,1834,2945,74,21,13
15/08/2027,16.36761717,12.15155622,41.46611636,106.3084795,2,3,1,1517,3140,77,28,17
16/08/2027,17.48232831,16.27467899,57.88364317,109.2705909,1,0,0,1570,3416,91,25,12
17/08/2027,12.25041876,19.23664838,44.56331828,125.6009063,1,2,1,1674,3329,91,29,14
18/08/2027,15.28724419,19.97518131,54.800356,149.6120957,7,4,2,2353,2947,91,29,14
19/08/2027,18.25917707,10.32451077,46.19466498,132.6306701,8,3,0,2299,2586,89,16,11
20/08/2027,14.63114714,12.35588228,57.17504051,103.0649397,2,4,0,2310,2748,84,19,18
21/08/2027,12.78457546,13.10307116,54.00909731,126.2789687,2,1,0,1838,3340,86,25,13
22/08/2027,16.54709075,13.991261,48.03626917,124.8322606,5,4,1,2435,2939,88,22,18
23/08/2027,18.23767396,12.42257158,41.52604908,107.2083908,9,2,0,1747,2756,98,27,18
24/08/2027,10.63140293,12.03487995,54.65400368,146.0136184,0,2,1,1692,2776,82,25,11
25/08/2027,17.76790483,19.54553842,52.33769512,122.0382624,5,4,0,1918,3289,95,15,18
26/08/2027,18.21647933,19.18521603,40.05823436,149.727957,2,1,1,1824,2937,97,29,18
27/08/2027,14.61522928,10.46992501,40.18839712,121.0036148,3,2,0,1805,3015,96,15,11
28/08/2027,19.83305657,13.38813022,56.17585946,130.3978851,8,3,2,2279,3076,91,17,15
29/08/2027,17.86708341,14.05148554,45.18799478,105.2381268,2,4,2,1703,3446,90,17,18
30/08/2027,17.73662565,12.39014535,52.72267335,122.7113912,0,1,0,2352,2701,79,27,13
31/08/2027,17.47838574,16.28872897,49.0842884,111.9382947,2,3,1,1622,3074,86,21,11
01/09/2027,11.50608103,16.40380747,57.26860029,141.7782399,6,4,1,2069,3154,74,20,16
02/09/2027,12.17230886,18.50504228,58.33922226,139.1959792,6,1,1,2350,3255,87,21,18
03/09/2027,14.63990131,17.40869268,59.93615425,141.209,4,3,2,1946,3303,86,18,15
04/09/2027,12.6400435,15.42573327,43.07368272,136.1804719,0,2,2,2212,3296,73,25,13
05/09/2027,14.15240972,16.5358677,57.25928093,141.6341612,7,4,2,1990,2679,91,16,10
06/09/2027,18.8846411,12.73988782,45.32042753,110.0414375,9,4,1,1932,3185,76,16,13
07/09/2027,18.24326892,15.9305619,51.8163175,122.6021888,7,2,1,2123,2824,94,24,12
08/09/2027,16.30039878,14.89227255,50.11545668,134.592344,9,0,1,1627,3424,74,15,16
09/09/2027,18.58120394,11.33344467,40.35976263,131.8696249,9,3,0,2047,3122,77,28,19
10/09/2027,17.83772389,12.42544277,58.6554256,135.8177241,9,2,0,2245,3186,77,27,14
11/09/2027,14.28984932,12.91693451,41.5665411,111.2129192,1,4,0,2321,2974,80,28,12
12/09/2027,12.01065152,19.24309567,53.76437839,104.9217355,9,3,2,1546,3164,78,23,11
13/09/2027,15.1420104,12.30386639,55.70013672,145.8403289,2,3,2,2004,3475,88,28,11
14/09/2027,17.36228883,12.89243903,55.90575698,128.0085948,3,0,1,1614,2899,88,28,14
15/09/2027,14.36419599,13.6935413,42.70989038,107.6912962,0,4,0,1915,3367,78,21,17
16/09/2027,16.6677191,16.63742739,48.95139901,139.6718291,3,1,1,2266,2716,92,24,17
17/09/2027,10.94327426,11.18238392,56.58857741,145.7464968,4,0,0,2494,3308,89,17,14
18/09/2027,17.48004736,19.53945212,46.05358421,108.4781759,2,0,0,1722,3460,86,16,11
19/09/2027,18.1271362,18.6557122,49.35497351,140.8706228,9,1,1,2135,2952,85,28,13
20/09/2027,17.06837856,15.77216073,45.45587785,146.6612531,1,1,1,2448,2903,76,17,16
21/09/2027,19.67263588,16.74037867,49.27102836,146.91808,5,0,0,2002,3464,95,21,15
22/09/2027,18.26652057,10.16660471,57.75675845,145.7078231,7,3,0,2171,3431,91,19,19
23/09/2027,19.03093728,13.38944775,49.10248462,127.3210506,6,2,2,2457,3488,72,26,16
24/09/2027,19.33571083,17.95660231,51.11824034,117.8105659,0,2,1,2432,2739,99,17,14
25/09/2027,18.01347992,10.77482974,48.07952567,100.3636404,3,0,1,1595,3237,90,23,11
26/09/2027,16.74258842,12.82313834,49.20234366,103.0456113,2,3,1,1606,2685,88,16,17
27/09/2027,10.05718581,15.85296828,40.30348398,121.4419508,5,1,1,2131,2547,77,21,11
28/09/2027,14.65825753,12.56413028,45.6749102,119.9663073,8,0,0,2112,3477,74,29,17
29/09/2027,15.71162299,19.33977974,48.73163443,109.2356955,8,4,2,2114,2885,95,24,16
30/09/2027,13.04030272,11.31058631,52.67593952,119.7740014,6,3,1,2177,2707,95,20,12
01/10/2027,13.18104447,17.97394358,49.00103861,108.7325033,8,4,0,2425,2656,75,20,13
02/10/2027,19.61159416,15.07948692,46.75634087,142.4395626,7,4,0,2197,2724,71,28,16
03/10/2027,18.91710865,17.50330776,47.76197471,114.9097439,4,0,0,1531,2643,93,21,13
04/10/2027,18.49179006,13.10715328,44.84586658,129.9282175,8,3,0,1992,2918,94,20,18
05/10/2027,14.06011802,15.14489602,58.48988566,125.1421531,6,4,0,1565,2610,88,16,16
06/10/2027,10.1369855,18.5683535,50.43486452,102.5941039,4,3,1,1678,3329,82,25,10
07/10/2027,10.80222246,14.66878099,40.26818908,147.111686,7,2,1,2278,3374,75,19,10
08/10/2027,13.12196368,13.59719862,40.38892517,126.3612989,6,4,2,1942,3373,75,17,13
09/10/2027,10.15742913,15.36155386,59.4592327,116.2528822,8,4,1,2415,2964,71,23,18
10/10/2027,10.17149782,17.17362753,44.42901783,107.9063285,9,3,0,2048,2631,95,22,13
11/10/2027,19.16603302,14.43563345,56.11216578,116.9263317,0,2,2,1700,3124,93,24,14
12/10/2027,17.06158502,19.38876975,41.16550603,101.0255802,8,4,0,2369,3335,74,25,10
13/10/2027,13.0895599,12.94945824,58.42325473,118.1779078,6,0,0,1548,3446,80,16,11
14/10/2027,11.32644578,14.75463606,57.48834007,126.5742964,0,3,1,2286,3100,80,29,13
15/10/2027,15.11635718,17.56927659,51.42186325,143.5933123,0,3,0,2450,3172,93,15,13
16/10/2027,10.05346161,16.8912109,40.17997315,134.3687209,4,4,1,2179,2833,83,29,19
17/10/2027,19.38413744,18.63641052,45.15621748,105.5791157,7,2,0,1762,3419,82,18,15
18/10/2027,14.14815119,19.96809181,48.13645295,107.3873162,8,4,2,1632,2574,99,18,15
19/10/2027,14.02334955,14.26858329,49.20128233,121.4061684,5,1,0,2309,3292,77,26,17
20/10/2027,13.90593608,11.1115088,45.95357517,109.7853876,9,4,1,1843,2911,84,24,18
21/10/2027,10.6932833,10.30415881,40.65895736,101.3924889,7,1,0,1675,3018,81,25,10
22/10/2027,16.3832224,17.26876906,51.80254812,140.250744,5,0,1,1890,3124,72,16,10
23/10/2027,17.3300362,18.74013671,50.48309335,100.9761285,5,3,1,1510,2535,90,21,15
24/10/2027,16.76125398,12.20712586,45.66001271,141.5344803,3,3,2,1700,3277,92,27,13
25/10/2027,11.38435493,11.58448037,40.75951935,107.2051982,4,2,1,2444,3124,74,29,13
26/10/2027,15.78840168,10.62205092,59.89188374,148.7339205,1,4,2,2425,3303,75,17,10
27/10/2027,15.69484484,18.22702922,49.63972374,130.1936956,2,0,2,2308,2722,71,21,18
28/10/2027,18.68410788,13.1138194,55.12008484,136.7491486,2,1,0,1502,3222,77,21,12
29/10/2027,13.79127658,14.01696893,49.0462807,105.5241814,4,2,2,1713,3029,74,15,14
30/10/2027,13.71485944,15.02750192,40.86340582,143.1052037,4,0,1,2307,2740,91,20,19
31/10/2027,16.18527059,18.39453234,46.1920149,141.9596171,5,0,1,1806,2633,86,18,10
01/11/2027,16.33072653,16.50833222,46.40220282,132.6496366,4,1,2,2479,3231,95,25,17
02/11/2027,14.69285227,16.1506463,56.76705808,125.1137432,5,1,0,2043,2890,71,22,12
03/11/2027,14.43059362,11.756721,53.08459956,136.0744587,7,3,2,2059,2601,80,22,10
04/11/2027,14.94147671,15.13189892,45.50859807,100.2964108,1,4,2,1826,3151,73,17,19
05/11/2027,18.610453,17.15381017,59.35479909,129.6220378,3,2,1,2263,3180,80,18,15
06/11/2027,14.61166901,19.73260883,46.43083665,142.3703067,5,4,0,1698,2997,78,29,10
07/11/2027,19.39931792,12.01406309,59.96468052,117.8449944,4,2,0,2415,3010,75,15,12
08/11/2027,15.04003764,10.09543353,59.92327386,105.4144678,0,0,0,2100,3202,93,24,14
09/11/2027,19.49200693,10.75301434,43.82421035,121.0438625,8,1,0,1608,3493,71,16,13
10/11/2027,18.32831902,13.75852465,46.25482232,136.3552225,2,1,1,1790,3036,95,21,16
11/11/2027,13.62431323,18.20544648,49.72088397,105.3650605,1,0,0,1607,3476,84,29,15
12/11/2027,18.63641421,10.07142082,53.28201342,110.302428,8,0,0,1907,3448,74,28,12
13/11/2027,11.10063284,14.56730593,50.56094898,107.3775923,6,2,0,2051,3044,97,25,17
14/11/2027,19.25047175,13.29230615,59.38882938,139.8473878,4,0,1,2472,2842,81,26,17
15/11/2027,16.31643515,10.5248171,54.47978328,103.1446311,5,2,1,1551,3340,82,29,11
16/11/2027,10.54390749,14.50236287,44.24089699,134.3293251,3,4,0,1611,2505,86,21,16
17/11/2027,16.44256724,12.54748707,42.101951,118.322846,0,1,1,1794,3457,73,27,10
18/11/2027,19.74247654,13.51884834,53.76802581,137.7895621,3,1,2,2079,2693,79,23,11
19/11/2027,10.69800655,17.05615305,43.1690488,148.2191709,8,1,0,1688,3241,70,24,17
20/11/2027,15.5468771,15.21550984,55.75353681,105.727265,0,4,1,2343,2636,80,23,10
21/11/2027,17.4779435,11.24647429,46.22073335,115.7192521,9,4,0,2220,3334,85,23,11
22/11/2027,18.10258587,19.6141454,46.53786526,140.5062714,2,3,0,1564,3411,80,20,10
23/11/2027,14.13827465,16.35910766,40.21596785,113.3079193,4,2,1,2073,2972,78,22,14
24/11/2027,12.04166559,17.65868426,54.02022534,110.7560299,6,2,2,1964,2715,71,23,16
25/11/2027,10.42342279,10.7921315,42.26539506,141.2688989,8,3,0,1757,2848,76,26,15
26/11/2027,15.79726157,10.47058379,55.45761155,149.3541182,5,1,2,2145,3375,88,28,15
27/11/2027,14.5291107,10.1944805,49.83735644,127.8440295,2,2,1,2133,2682,99,21,15
28/11/2027,19.48744395,11.88794028,55.6855963,113.9024374,6,2,0,1830,2667,87,18,17
29/11/2027,10.60604908,14.14408398,51.67853078,119.9282981,3,1,1,2000,3293,98,28,14
30/11/2027,16.85395343,19.35826133,41.64866544,108.5065164,2,0,1,2182,2537,89,18,19
01/12/2027,10.24966222,14.57059659,55.31304673,138.0943639,6,0,1,1709,3174,76,20,16
02/12/2027,11.71434177,12.90255105,41.3959897,138.6737009,6,3,1,2307,2970,92,28,12
03/12/2027,14.53579,15.61935254,49.57403441,143.7560496,3,4,0,1588,2951,78,25,18
04/12/2027,14.54872443,11.11934578,43.44698428,101.3301282,6,2,2,2178,3454,81,18,19
05/12/2027,16.85700543,16.09505891,55.04670356,128.0990671,1,2,2,1527,2989,98,25,12
06/12/2027,19.10213035,15.68431954,58.23182456,110.7127717,0,3,0,1737,2641,72,21,15
07/12/2027,16.39032159,17.91993033,51.08252327,117.0441508,1,3,0,1835,3259,92,22,12
08/12/2027,19.53535098,19.86687612,50.54294589,139.2477808,3,2,2,1562,3442,91,22,10
09/12/2027,18.8161564,12.50873472,55.27926393,109.6016826,7,1,2,2459,2602,95,28,10
10/12/2027,15.84499796,15.09656451,40.10157626,131.9170875,2,1,0,2266,3210,85,22,12
11/12/2027,18.33791951,19.08865406,58.35517285,132.7283096,9,4,1,2407,3211,76,16,13
12/12/2027,16.4257761,17.85189884,43.94897634,147.7046957,5,2,0,2052,2541,92,28,11
13/12/2027,10.78557831,14.87406303,59.68237768,138.7580464,5,2,2,1999,3446,95,24,18
14/12/2027,17.40564723,19.4537165,54.72507896,140.1817574,8,2,1,2040,2646,74,16,17
15/12/2027,10.94908441,10.57236694,55.48502295,126.5800375,8,2,2,2290,2565,94,16,12
16/12/2027,15.94082781,19.3099862,53.12405961,109.3390404,3,3,1,1968,3442,92,16,16
17/12/2027,17.02640206,10.50507392,49.43326366,121.2781683,8,0,2,2091,2692,76,18,13
18/12/2027,10.66527608,15.47304744,51.43255387,127.4744787,5,2,1,1550,2797,97,19,14
19/12/2027,12.30794654,18.90440948,40.92805772,133.9209626,1,0,0,1611,2537,99,18,13
20/12/2027,19.15672232,12.62720944,52.47919019,130.3854556,9,1,0,2372,3001,88,29,18
21/12/2027,16.16314492,14.72248499,52.52196204,119.6988914,5,4,1,1800,3152,86,19,16
22/12/2027,12.46286019,13.24328879,57.82401595,113.2656553,1,1,1,1589,3117,85,18,13
23/12/2027,16.90679771,19.52143917,50.11312715,108.4115422,7,2,0,1728,2927,99,21,17
24/12/2027,15.9677642,18.23645595,41.54288748,134.6922693,3,1,0,1649,3163,99,24,11
25/12/2027,15.015757,17.09001511,46.12391841,132.2699337,4,3,1,2254,2851,90,15,16
26/12/2027,19.76186975,15.87626987,53.11258824,134.3686233,7,0,1,1637,3425,93,28,10
27/12/2027,16.83453777,18.20591789,44.78517726,118.6263726,7,2,0,1634,2825,90,27,17
28/12/2027,13.7544111,13.92267042,45.61055644,113.1203911,5,3,2,1956,2537,95,15,15
29/12/2027,18.00073432,14.47551855,56.40938033,137.9860664,3,0,0,2100,2596,88,16,14
30/12/2027,18.84583293,17.30001721,51.68639464,138.6823698,0,3,1,1993,2607,94,27,18
31/12/2027,11.2522056,13.57754763,50.17054864,122.7808187,6,1,1,2026,3130,87,15,18
01/01/2028,12.00552978,10.63900942,46.36903934,130.5952042,7,2,2,1832,2650,88,26,12
02/01/2028,12.16227009,10.74334609,54.61856072,118.6759832,8,1,0,1861,2573,97,29,18
03/01/2028,16.91211809,11.15362801,45.75436869,135.09736,1,4,1,1673,2556,73,24,18
04/01/2028,16.03039555,18.69681323,54.74127035,141.7860798,0,2,0,2101,3377,95,26,11
05/01/2028,16.18991565,14.72226426,41.40202961,134.4116639,3,1,1,1712,2834,70,26,14
06/01/2028,19.407733,17.12882369,57.29082683,125.6291313,4,2,2,1842,2751,96,24,11
07/01/2028,17.75911533,13.92909336,49.99132927,122.932898,9,0,0,1560,3418,73,27,10
08/01/2028,11.27936925,12.58710947,48.77016033,132.1159825,0,2,0,2375,3303,73,28,16
09/01/2028,13.47507082,13.47192168,52.22046823,133.9905446,4,2,2,2231,3324,78,25,13
10/01/2028,14.35393646,17.94182345,52.48384146,127.9364722,5,0,1,1560,3266,77,17,14
11/01/2028,13.95961589,16.25216125,42.64070354,131.2471138,2,1,1,2318,2753,71,20,13
12/01/2028,16.69308609,19.3763978,55.1246718,104.8294341,6,2,0,2177,2884,98,24,15
13/01/2028,18.91893103,16.79704779,45.51856596,147.5882758,5,3,2,2023,2955,92,25,11
14/01/2028,13.06051464,15.70181632,58.0992376,139.5386532,3,2,0,1715,2758,75,20,17
15/01/2028,15.51877136,16.10196009,56.35701327,118.6963935,2,1,0,2088,3281,92,15,13
16/01/2028,17.89409422,19.42371439,46.92532083,128.1406305,4,0,1,2243,2964,80,20,17
17/01/2028,14.16218059,17.8820093,56.15478586,102.3662265,2,1,1,2123,2533,73,19,12
18/01/2028,11.68118128,10.24041237,47.12780999,102.0613907,9,4,1,2077,2994,99,21,14
19/01/2028,14.74950965,15.34139696,42.01895363,112.5399168,8,2,1,2193,2825,83,20,12
20/01/2028,10.55222521,16.88338412,59.23776477,134.4850821,8,2,1,1922,3336,90,26,16
21/01/2028,19.42383454,17.48698478,53.0520403,142.6073874,5,0,2,2215,2737,91,26,12
22/01/2028,10.74821205,12.13142119,49.12199053,127.959294,5,2,0,1922,3190,78,21,17
23/01/2028,14.38456715,18.67177354,47.95546703,126.606637,3,3,2,1870,3115,71,16,18
24/01/2028,15.29881261,19.55843147,46.49410669,120.1154767,3,3,0,1705,3040,96,26,11
25/01/2028,19.85303832,12.36715306,59.62895191,108.0798978,1,1,1,1785,3238,94,15,12
26/01/2028,11.66021824,18.82615458,42.6949453,105.9177051,9,0,2,1604,2965,95,28,16
27/01/2028,11.14431519,10.96978763,46.29610118,138.0339881,3,4,0,2253,3243,70,21,14
28/01/2028,10.08706147,10.55706836,49.70995281,146.3751776,7,1,1,2246,2803,73,23,19
29/01/2028,11.55571437,11.292238,49.5599909,122.9141608,9,0,1,2187,3361,81,16,16
30/01/2028,12.07272979,10.57741079,49.42732969,132.9722829,1,0,2,2222,3346,74,26,11
31/01/2028,16.30580942,18.45012237,43.51567632,145.7228825,8,1,2,2042,2616,78,21,13
01/02/2028,12.1970679,10.59050144,42.89865054,104.5056816,0,1,2,2246,2706,91,17,10
02/02/2028,10.20520815,12.71664191,45.09535173,138.5240727,1,2,1,1741,3411,73,20,14
03/02/2028,18.26618346,11.03756344,58.29052308,130.8408442,1,4,0,1990,3196,85,17,17
04/02/2028,13.65595701,12.95422036,42.26105936,129.9318589,5,3,0,2164,2980,71,27,10
